exprid,N10000M5alpha50_Time,N10000M5alpha50_NC,N10000M5alpha50_MM,N10000M10alpha50_Time,N10000M10alpha50_NC,N10000M10alpha50_MM,N10000M50alpha50_Time,N10000M50alpha50_NC,N10000M50alpha50_MM,N10000M100alpha50_Time,N10000M100alpha50_NC,N10000M100alpha50_MM,N10000M5alpha70_Time,N10000M5alpha70_NC,N10000M5alpha70_MM,N10000M10alpha70_Time,N10000M10alpha70_NC,N10000M10alpha70_MM,N10000M50alpha70_Time,N10000M50alpha70_NC,N10000M50alpha70_MM,N10000M100alpha70_Time,N10000M100alpha70_NC,N10000M100alpha70_MM
50,15.777994093,-123.49428818639723,0.4111090226672349,18.985779496,-119.78967796058264,0.4505221592758498,16.968433171,-113.22853007356018,0.4116878224322471,14.80572308,-113.75459007675607,0.3999029705762427,23.631501663999998,-123.16248212858032,0.43693608203867346,24.331894634,-120.31068966564877,0.46785648180184625,20.494295217,-114.79036959966689,0.4212029439779586,23.252625327,-116.25462998869433,0.40645056392311035
51,22.648287940000003,-123.34103959264881,0.4256223250689356,27.862391386000002,-120.14424348598698,0.41737635712944554,21.701719022,-113.945379224038,0.408940190617861,21.332025262000002,-112.677367179472,0.4119796464158648,36.625763929,-122.37256481386028,0.408970208424714,29.133552107,-120.31242240595158,0.42738873441913094,35.606955776999996,-114.12818351389583,0.4089148770728649,32.007265663000005,-113.07174537620494,0.4231526499062526
52,16.381499923,-121.30273798322483,0.42115612591398977,25.810617371,-120.61703866062892,0.4430986643472208,15.466022296,-114.68566300613084,0.4074192307317315,14.694061967,-114.27856882112728,0.37956529482111434,28.828310158,-123.32806097356902,0.44981113572539644,22.930319491,-120.67574349327744,0.4458656724560997,36.041395357,-114.67151511660882,0.4200024321311161,21.632295756,-112.47762428091366,0.4232479641948406
53,16.351272251,-121.74703040213052,0.4449199457053443,22.004566708,-120.8340717137542,0.4411707854832954,15.899217540999999,-116.29254306154994,0.4138061428288,14.688679852,-115.14238728475279,0.3831489916302586,25.016661785,-123.5341248110048,0.4469975224187953,24.363633554,-120.4041900317253,0.42947046474914086,23.376914438,-115.17840991910415,0.4183085618741569,21.795035265,-111.43801090124342,0.415003201036746
54,16.5896215,-121.32822817360298,0.43331398400938725,18.200617915000002,-120.63862419910473,0.4475518197356546,14.725509489,-113.66072458238664,0.44269085908691097,14.807046432,-113.74574723044486,0.4094634520191097,25.54361726,-122.4304922790066,0.4369525354681075,23.540015796,-120.67282941736562,0.44466154365786814,22.039311551,-114.3064134198345,0.4365854742873739,22.114687131,-114.67768391941576,0.40168238476560586
55,16.55275075,-124.50650473479165,0.428879939922285,14.944088338,-119.85242642014897,0.4273512554172705,14.621665841999999,-115.35744442914662,0.38759196376656435,15.322857555,-113.33836014761278,0.4166566187974874,24.143875331,-122.97073594188394,0.46428756319315306,23.962017674,-120.70327122480174,0.4069333711852256,21.380011379,-114.48416686309973,0.41801031961898427,21.830300197,-114.1080154445142,0.42451510141150894
56,38.089232913,-121.73025971715725,0.42349171927238816,22.845852762,-121.68229225400395,0.44725651218746565,29.768044863,-116.4767098856959,0.415028274063735,21.151966017,-114.23075328193897,0.4220031998545255,46.257419326999994,-122.93816349232615,0.43442057545572543,32.779410556,-120.08611719704024,0.44917250744530746,30.700179294,-115.31315930237747,0.4112696575617549,28.213963789,-112.1752577823485,0.39665619535482743
57,27.837698557,-122.31641063873218,0.4535070740230704,16.401962688,-120.16051579759166,0.437045846124851,15.751575329000001,-116.60997915323709,0.43682998173384646,14.834679420999999,-115.28061922490657,0.3899875487077818,37.606420646,-122.86732613712702,0.4481214254408612,25.912675129999997,-120.60303966231375,0.43738144997888784,21.292431261,-113.79451330802637,0.42500814680751814,23.082517805,-112.96376631197283,0.4267499992221925
58,23.051100298,-122.4533207994045,0.44318724885639105,17.352971568,-120.18979445346054,0.42325576901666506,14.761801191,-113.85049399305242,0.41319468196970005,14.80824181,-114.01978998720317,0.3704123183550436,34.657944387,-123.0475995281113,0.4441446742381857,24.810931703,-120.39335266584031,0.4448471250795306,21.343408959,-115.30486769314618,0.4164537780698343,22.189919284000002,-111.98412746585232,0.40336288650136376
59,14.749550782,-124.31637595749606,0.4117766818708308,17.156575956,-119.51607985287362,0.42577157308624847,14.897127848,-114.41040282783902,0.422564102749846,14.837948969000001,-111.90067548144226,0.38273930507588994,26.835387851,-122.72953411771641,0.4139175264253227,25.210239222,-121.24138741456943,0.4393365049377772,29.563155933999997,-113.60335215097169,0.4321463620103173,21.986790401,-114.78644629377628,0.4188655539091398
60,16.046781391,-123.80446645933776,0.4764271488715057,19.820095921,-119.84383848168982,0.43567422761821645,14.401403788,-112.26121672621356,0.43112395548707066,14.826878073,-112.93152998037337,0.41267356544853817,21.193170947,-122.37554247940308,0.4251165282308287,24.71107811,-120.21565306658547,0.41263989180562377,28.205581997,-113.64470045991484,0.44056164883892085,24.379221491000003,-114.63641288847077,0.41793635160762715
61,22.220572623000002,-123.02089471428116,0.4111135183476196,22.822890921,-120.07764820949004,0.4185585371606425,21.474662328,-114.12014173024032,0.4179971019224392,20.960022759,-113.92860093306354,0.4035383850635712,35.891014864999995,-123.10093153919088,0.4513647533600696,35.723035678,-120.42131278178071,0.4271282863381504,28.73821857,-115.6967545189726,0.40545754797099576,45.497509752,-114.38772577807129,0.4004531342326588
62,19.486284783000002,-123.76152127759839,0.4622316003114614,15.586936212000001,-121.24387742785541,0.4244693437491428,16.535926149,-114.82289638707331,0.4166844149788229,14.724763987000001,-112.97479321462838,0.3967429527659998,27.788175373999998,-123.13701574083224,0.44167081229657956,38.229630841,-120.90536128192761,0.4181361676835422,21.308561913,-114.18356266272025,0.401499635689333,35.144046511,-114.0334769529934,0.3983111236108874
63,16.557665644,-122.61313485958016,0.4082632756309738,16.6096495,-121.22802752925428,0.44680962961212434,15.097636932,-113.43685062928368,0.4053688223762121,15.478956218,-111.91858304194652,0.3905748795893431,27.05386719,-121.9836449594325,0.43319312603378196,33.498757771,-119.63605520146416,0.4282910522468665,22.351649298,-113.66647947738224,0.41595947414440293,23.816238386000002,-113.4103610397276,0.41156270915570814
64,21.046316354,-123.87130559585223,0.44631232767394735,15.687712648000002,-119.73849359614472,0.4364961806635788,14.914624338000001,-116.16425098344932,0.386131725338141,14.769631483,-111.45136122149749,0.3877148217612675,34.225415417,-122.40725741899472,0.4309894104219915,25.303110541,-121.10953150358439,0.42905765864254863,22.567669975999998,-114.04198073761407,0.38245094386390954,24.238788038,-113.51796236734909,0.41400302391528576
65,16.500493473,-123.33447794814998,0.4574104066339375,16.717533932,-120.05385237139285,0.43728728622618784,16.837267579,-112.95013367093462,0.4053153232902945,14.568659666,-111.94542784636407,0.3734775779694872,24.655095317999997,-124.36688905654098,0.43081972000469215,23.502916334,-120.5033348168809,0.44329281419727645,21.485077928,-114.08784561751325,0.4137522253524459,21.850602151,-114.24687424310225,0.4167583576160476
66,22.475574373,-123.09262245730874,0.4437852924473311,37.429843133,-121.7182613749882,0.41173936482448237,22.343891174,-115.95364960510571,0.44871267497275935,34.674003512999995,-112.52001372566829,0.38155468030728745,39.540202644,-123.32474064731632,0.41438851984088837,32.362026336,-120.66834875815954,0.41487115519529016,32.81457208,-115.96769242911905,0.43629656823038065,39.493340343,-114.24228631908512,0.4014941998922064
67,17.061641348000002,-122.3389555691044,0.4327230180772906,26.338117102,-123.0174658288164,0.4152397357544031,15.508668552000001,-113.24497264499544,0.4331472704703172,25.493882764000002,-108.76904913665545,0.4086532082568193,27.548092777,-122.1016842735203,0.44134723626435346,26.216254013,-121.07557380894269,0.4470718315149308,22.422187695999998,-113.85995052801995,0.43700946522646145,26.130589664000002,-112.84740548464202,0.4194016476857607
68,17.452504376,-123.15849783750727,0.4341212546934289,18.146079218,-121.30941323278176,0.41679219882519203,15.658510428000001,-114.5860200969282,0.42207381630968677,24.12744064,-114.67070036106813,0.40143163414773625,27.316270697,-123.43245675957283,0.4467617865667533,31.067301365,-120.68852725815253,0.46335024942740766,23.569878352,-113.47451566898047,0.42548444316706535,26.213640505,-113.33628730452192,0.40218302109341475
69,17.303196228,-122.42257444631588,0.4490978560938189,18.924940689,-121.27224218352372,0.43049629584231536,15.482132917,-113.47242636798626,0.4008577557446664,14.319563178,-111.2614986363081,0.40483147876029846,24.929625243999997,-122.02254648863078,0.45860735549331,29.296927161,-122.18563765188982,0.3845246298929942,35.788416616,-114.92596172749046,0.41810183056956673,33.663270708,-113.4120521415047,0.4047728119512804
70,16.968695345,-123.34446662336826,0.43803719868549285,15.307850672,-120.2654014355751,0.43961700317418684,14.790230039,-114.51535605597324,0.38121411302834485,14.156489493,-114.17117485020158,0.36073300322515944,24.627642093,-122.89934141295035,0.4579367022623907,22.910300678,-119.6844062391567,0.41387564104862395,23.069377089,-115.66434781120567,0.42147374606593485,20.912515442,-113.05979906219116,0.4156589161755607
71,25.567721447,-123.47401425131882,0.42731482071023486,24.763106976,-119.69864325785097,0.42385298491870865,28.276266894,-115.04082141831341,0.40551115433814505,34.6581282,-114.50393380513597,0.3810161866001842,34.850194390000006,-123.41164950555505,0.4731495988858406,29.330568224,-120.39325043600088,0.4254068567851038,28.448041222999997,-114.96471321584505,0.428001564686819,46.694540543,-112.44001202778466,0.399106516467414
72,27.394547175,-122.62267535724553,0.4670728453895765,16.644527551,-119.64122713955416,0.4175058879181419,26.045290577,-113.52764883251702,0.4164504372744069,25.51647397,-111.39792047257544,0.3871145971947848,32.509103582,-122.42633446032946,0.4539289586291547,23.120065622,-120.94504056622668,0.43796374957402173,23.598993588,-114.40708264515867,0.4021471639116639,35.11588051299999,-113.54561592248575,0.4003267105801675
73,21.987069761,-121.22068316365474,0.43860916965345187,16.985551081,-120.79756775387334,0.4508941238399952,24.806257223,-115.04712421094312,0.4043094375764816,23.041754354000002,-112.81488315786461,0.40993052154281906,23.771299164000002,-123.74344411707881,0.4366408386602044,23.797328967,-120.6671217372281,0.4430921787431742,27.898258201,-114.66146313046681,0.4145396496026169,28.635006580000002,-113.19024084993403,0.4244771879778193
74,21.668951039,-124.11462784212937,0.41040103627894,19.922137703999997,-119.27713713711832,0.43766407304290866,16.704464805,-113.30371905416916,0.4197648831355648,14.226100655000002,-113.22633508346651,0.3904288739186588,23.965208076,-122.55423654643617,0.44101592809480616,23.630125573,-120.10156862737085,0.44195208365756733,21.852350551,-113.23966874062248,0.4303069199972883,23.304942709,-112.37901627609116,0.4057599454668829
75,15.920488404,-123.29165848757286,0.43507297308131715,17.578549642,-120.58754337080464,0.4332580850700658,14.257529397,-114.30965241641518,0.41851286177367447,13.723395623,-115.17887120252395,0.4277636389217908,23.441857102,-123.00734099269569,0.45339274638082755,24.208589397,-120.70697392403166,0.4226477245462861,21.267314482,-115.87623061955907,0.4367461684606212,18.99324485,-113.81891565932554,0.4125265875156229
76,32.308132173000004,-122.51287268715218,0.44037786643587945,24.296081153,-121.02986839876051,0.4109558920865421,21.536614583,-115.04043531742542,0.3950478334993406,20.506190024,-114.25301021059936,0.3829270083486347,33.323304293999996,-122.8895129567061,0.44406810920418743,38.908359098000005,-120.09849924010668,0.44614497662395664,40.115524386000004,-115.85983132791695,0.4230662999456609,28.648957148999997,-112.34408045993395,0.41345503057621447
77,21.853646230000003,-122.88656250515912,0.4093843470882759,17.329452744,-120.09314749394119,0.4565419514011795,16.195755921,-114.57520893143244,0.433825986089191,14.594717332,-113.15458245141703,0.3959886310520074,24.86046811,-123.85112836649766,0.4361875566569663,34.169644518,-120.71840928212245,0.4235572884128045,28.441899045,-114.55815715839285,0.4195049672516745,26.038233413,-113.86346737996664,0.4120209768750842
78,23.49000171,-123.50937396501337,0.44328809775209865,16.934967490000002,-119.45813651043564,0.43300964759298843,19.84423292,-113.19587860492733,0.41648794759641206,14.616542939999999,-115.32122073717966,0.362084462484056,27.972232484,-122.59400720396727,0.4266389235807099,30.367747464999997,-120.84939334084514,0.4566524621358202,27.439965854,-114.02800632462791,0.4223477218289341,21.624217040999998,-113.21371098392267,0.40854831012092596
79,20.215751383,-122.65228241445314,0.48677170330477326,18.046476024,-121.62346447039431,0.4043836807256336,24.239769077,-117.12368660715329,0.4207239962386803,14.636311497,-112.01891876437942,0.4188819037238178,30.779154448,-122.89303616507996,0.44623315482072085,30.194188463,-120.44326574884748,0.44751352521994525,23.335285941,-115.95110804147191,0.4474131820058549,21.135580462,-112.31354611912853,0.39228296198498097
80,15.272865721,-122.55850342087031,0.42962444109861264,21.799622382000003,-119.31829619061412,0.4239295339796863,15.195067717,-112.70621171286612,0.43682300186078515,14.565814265,-112.83301234503178,0.4045755636391236,29.012448410999998,-123.0321521053201,0.4324555977343575,23.807956128999997,-119.9891551421993,0.44605790310810756,21.512195503,-115.48824633643717,0.41385629558817916,21.636503954,-112.57503159628268,0.4112604749049308
81,30.184546269000002,-122.34641139614295,0.43149291950212415,37.609654015,-122.18769297427009,0.42309936148246113,27.940646986,-112.92714083120211,0.4188675079697336,20.918854171,-114.70659758439709,0.3712372890495204,31.735181481,-121.61654006709271,0.43219656750415053,36.728399149,-119.90687179691807,0.41384755570793974,32.111777306,-114.96148828681594,0.4193567013120356,27.276797761,-112.15054847150878,0.4234942848275295
82,22.630868618,-123.3234453532198,0.46838552415667556,22.686725619999997,-120.28684829578428,0.441142084049225,14.981050779,-114.46337794457996,0.41851540748014493,14.844061666,-111.58677039329443,0.3988120697339714,23.007471245,-122.09401532593401,0.4388672304862458,23.571659097999998,-121.46493158813686,0.4506855710790234,21.358116563,-114.42131190267524,0.4343867363921882,21.542016727,-114.97939857364008,0.4194821106666293
83,21.845912177,-123.06499156497843,0.4149643242449269,26.215896455,-123.01624861292315,0.42754338192259805,15.759146987,-113.0567314159963,0.4092647013424895,15.623625634,-113.57671707298013,0.39563892284626034,23.970177392,-122.80998791794332,0.4070658403652464,34.286099269,-120.71283953404006,0.4406249451992176,28.928349507,-114.73839192441214,0.41909029853820423,22.156705877,-111.74278065956996,0.40869438483938664
84,20.078988638,-122.67586714468187,0.4628082878936594,19.290103312,-120.70755649327539,0.4390423103950961,16.257831431,-115.630974939149,0.4064067535170788,14.943351554000001,-113.09737115660421,0.3842625378485972,23.748262064,-122.93362908184376,0.42141274536448603,34.272357875,-121.09933086740607,0.4496317934753091,27.082034660999998,-115.54068213290637,0.41732525948911964,22.084126462,-112.44310952002208,0.40107873639993813
85,15.582307264,-123.55673231145553,0.4564603761586832,15.207176884999999,-121.9771514081947,0.3988483874457996,15.535780004000001,-114.97393120593226,0.4166482738496423,14.724915264,-114.7375211161898,0.39158497004028625,23.405300179,-122.36855142564208,0.4103471744664803,23.117603434,-120.82930718884958,0.41088823456208134,24.471157638,-113.6993974632669,0.42651466611697353,21.644565972,-113.54058396978671,0.4050030680985785
86,34.346597701,-122.81046641088055,0.4736321846248895,32.346576723,-120.31723730747363,0.46444673447752716,23.810547343,-113.81711417018998,0.41010972764143777,34.650572841000006,-111.65557815178617,0.4166796840111395,48.374665799,-123.82475254694734,0.44356644203732076,47.316990826,-121.24217899723335,0.421090894002613,31.136790956,-114.59589494825072,0.4148701176644384,27.160820171,-113.15034720453036,0.4157653934366874
87,17.624893173,-122.17879338080262,0.4436760013092386,21.428025361,-121.1214975030125,0.4109499963319453,14.946861954,-115.79132935219094,0.41191638037067746,24.312231505,-116.46589690930259,0.3641063553839915,38.703010594999995,-122.65261975402922,0.42389540127132064,38.142050848,-120.74831045197112,0.43519593703164655,21.599341278,-114.51742661174978,0.425304711077807,22.272831729,-114.09214958427116,0.41831221583164435
88,17.373788749,-123.78976132399407,0.444212720575876,19.097737893999998,-119.91199945331384,0.42253178370304745,15.076478079,-114.71212453631458,0.42270348241866273,23.758968477000003,-111.88464089115783,0.4258050322731517,29.151523055000002,-122.71988227098716,0.434767559541714,32.487747147,-120.71576169966654,0.41513064503016905,23.081093002000003,-115.59713340446898,0.415657277959315,21.665379169,-113.32812388885748,0.4047865512214248
89,23.753320071999998,-122.21012837275438,0.4614000915267873,16.583777275,-120.05888602769271,0.41929044472438803,14.884532785000001,-116.12443526199027,0.39999412548001284,14.124414525,-114.2748119777681,0.4132225397713152,29.758300023,-122.8155644488259,0.44464337056341213,24.357181922,-120.23988536862612,0.42783150837706024,28.271953175,-115.12046376465061,0.4397865725599919,24.326005291,-111.79383903021599,0.39806643424610144
90,15.531562970999998,-123.0564766552174,0.41979428515707196,15.600807302,-121.32240584484842,0.39643144673904573,15.859443751,-112.81237557786568,0.39339825069350853,14.042754196,-112.28084773575723,0.41688060610099875,22.080565556000003,-122.10841598607003,0.42762187421662057,21.308590574,-120.17192610162736,0.43204839945418827,27.867329,-113.85236429299428,0.4320115826303388,22.655465527,-111.8819487211398,0.419417243667201
91,37.891369006999994,-123.31497765700632,0.4428790090311092,23.341284774000002,-121.30210084293513,0.44353917227818906,27.453708354,-113.57907709185052,0.4170625898193226,35.25261287,-112.63287655952568,0.41309349168607123,33.644327638,-123.36323604892057,0.43241837186732424,41.111859238,-120.38413017383506,0.48566361749493714,29.117381952000002,-115.50895746980365,0.4198847200928071,27.934846238,-113.06144997776984,0.430701662499678
92,27.693920296,-121.88439703018467,0.4394282109921249,16.731727929,-120.45665978985433,0.42414665632421505,22.034734098,-113.09948749175972,0.38489134043497336,24.452957814,-114.81782125370975,0.39756046061303796,30.401744363,-123.05898269727089,0.4500678981537428,28.663669307000003,-121.22787292390996,0.41821335554287253,21.345614727,-114.91107039452002,0.43358128895441517,22.814802978000003,-112.86616106992756,0.42505999331260086
93,16.751097905,-121.25018911873022,0.43755014538482956,17.984570419,-119.81942572410381,0.43599281281569147,20.670718735,-113.72894167995126,0.4025214223774266,21.669421727000003,-115.50810349954267,0.3866204912016199,25.044421226,-123.08023542338259,0.4673500245635486,24.529063525,-120.6539947560149,0.42940604716840175,21.752478436999997,-115.76883081617056,0.42893797852160886,22.349004122,-114.17651260261152,0.4058557580124902
94,16.157424142,-122.5119484070009,0.4210832805285952,24.793292954,-120.23072564949761,0.4125525062090784,16.576850364000002,-115.20164838637756,0.418693666528396,13.728926855,-114.80657474038614,0.42395959220297913,26.089014930999998,-122.12104949995965,0.4136267939545233,29.496096596999998,-120.55821419564631,0.43638255583368024,22.771397923000002,-114.80599902467709,0.4337496990808095,22.127419413,-111.83443214895087,0.41258644755563856
95,14.718819037,-124.2755630290705,0.4480734443476355,19.576800000000002,-120.3787721995574,0.4350977835420463,13.711702253,-113.32947215866633,0.40934247702201165,14.224692603,-111.64434685098847,0.39940108337524083,24.010639185,-121.60606398691169,0.4306035400083079,24.245684578,-121.50052441430377,0.4356044695273461,21.467964257,-113.75531596373874,0.4270147431791389,25.692398869,-114.28390346885456,0.4169391304183616
96,32.139649169,-122.20626206172263,0.4216966651186579,34.349358549,-118.72041104571565,0.4521088531021944,35.263544133,-114.49596781596101,0.40669627059520014,20.580609887999998,-114.30591842555633,0.4277229697229094,38.841512819,-122.87773815632532,0.44233585402113046,30.651898426,-120.63121401342954,0.44505279856419944,27.186063767,-113.47191002986257,0.4151400186152234,29.494145392,-113.11936423992842,0.41879466332998067
97,23.021612426,-122.2314041622074,0.4486933210792276,26.084462430000002,-120.30642572936387,0.41697208145807185,26.109660045,-113.29487903937192,0.3919244004830265,14.667560992,-113.23492685775273,0.3734953947873265,32.534903361,-123.19232732687009,0.40365862307810285,23.259095189,-120.0377561742674,0.42760654442447155,21.254909389999998,-113.99213147242159,0.4188141879057116,21.264515566,-112.63306559584571,0.4188721645101955
98,21.556039161,-122.13112931165277,0.43337854666045245,26.295276928,-120.4696978251754,0.43503093129919373,24.758059487,-112.96283134361029,0.4091844725220885,14.656983032,-113.52334850899145,0.4117132154273024,29.257573142,-122.471530611115,0.4474818840406999,23.863879171,-120.88646425724399,0.44997619367360014,22.007499519,-115.661177590068,0.3970330370843952,21.318955760999998,-112.78114251426258,0.41518033600972226
99,19.613596773999998,-123.30758395338881,0.45486114046128073,16.71212421,-120.68240160145143,0.39961474583159573,14.036075778,-115.24732583482827,0.4046252563709934,14.685883054,-111.71725485308436,0.38862248446061143,24.589743717999998,-123.25630345665465,0.47887786393305654,22.930138621999998,-121.24819846305573,0.45087562646445317,21.888699603,-115.40882062299201,0.4290165451943776,21.839011562,-112.45023450055822,0.4220274641574587
100,15.686940475,-123.90988401551073,0.4397456104275438,15.467101503,-120.87537784461414,0.4482725272472544,13.702195747,-113.89411249140117,0.4116792978182117,14.753781464,-112.31463191105743,0.39922902534818344,22.556527378,-122.90921635117388,0.46502663750670264,24.484455579000002,-120.53794116448091,0.46175590261998656,21.595413734,-113.27487746606663,0.3989201354172336,21.594126899,-113.91104818248478,0.41670467774147435
